产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,票证类型,出票OFFICE,备注,产品有限期,航司结算方式,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,上浮/下浮价格,政策返点（后返+车辆后返+代理费),上浮价格/直减,结算方式
,JHG-PKX/LJG-CAN/SJW-HAK/ENH-NKG/INC-CAN/NKG-HAK/XIY-YYA/TFU-SYX/WDS-NKG/YNZ-KWE/HSC-XIY/HAK-TYN/KWL-LYI/XIY-HAK/TFU-LJG/SYX-TYN/XIY-HCZ/XIY-YIC/WUH-HAK/HAK-TNA/SYX-TSN/SYX-KHN/YNT-WUH/NNG-SWA/LJG-WDS/SHE-WDS/SJW-GYS/HAK-XIY/FOC-SYX/TFU-HAK/CKG-CAN/XIY-YIN/SJW-XIY/YIH-KWE/NNG-SYX/SWA-NKG/SJW-ZQZ/YIC-XIY/KWE-YIH/HAK-KWE/BZX-TAO/YYA-HAK/SJW-HGH/SJW-LJG/HCZ-NKG/KWE-LJG/HQQ-HRB/NNY-HGH/SHS-TAO/JHG-HGH/CGQ-TYN/SYX-LYI/CGO-KRL/WMT-HFE/HRB-HQQ/SYX-HQQ/HRB-SZX/CGO-LJG/NKG-ENH/ENH-HAK/IQN-HGH/XIY-SJW/YIC-SYX/JJN-SYX/HRB-FUG/CIF-SJW/ZUH-LJG/LYI-KWL/NNG-SHS/XMN-TXN/TYN-HAK/ENH-HGH/LJG-ZUH/TAO-CSX/CGO-HAK/TAO-HFE/AKA-HGH/XNN-KHN/HAK-HZA/KWE-HAK/XIY-ENH/NKG-HCZ/HGH-NNY/JJN-DXJ/HFE-LJG/SZX-HAK/HGH-ZHY/HFE-WMT/SYX-CGO/NKG-TAO/XIY-HSC/WDS-HAK/NKG-WDS/LJG-NNG/ERL-PKX/CGO-SYX/KHN-XNN/LJG-KHN/HGH-AKA/JJN-YNZ/ENY-NKG/ENH-XIY/HGH-ENH/XMN-LJG/HQQ-SYX/LJG-XMN/GYS-HAK/SHS-NNG/NZH-PKX/SJW-YIH/HFE-HAK/CKG-LJG/TAO-NKG/TXN-XMN/NKG-SWA/TAO-BZX/SWA-HAK/TYN-SYX/WDS-LJG/KWL-HAK/NNG-BZX/LYI-SYX/LJG-WMT/KHN-LJG/DZH-HAK/TAO-SHS/HZA-HAK/NNG-LJG/XMN-KMG/DXJ-XIY/YNZ-JJN/TSN-SYX/KHN-SYX/ENY-INC/SJW-DZH/CSX-HAK/TNA-HAK/PKX-NZH/BZX-NNG/INC-ENY/ZUH-HAK/ZHY-HGH/YYA-XIY/WMT-LJG/ZQZ-SJW/ZHY-XNN/XNN-ZHY/DXJ-JJN/XIY-DXJ/YIE-PKX/PKX-YIE  直减,Y/H/K/L/M/X,,,,,KMG319/KMG279/CTU152/SZX146,,有效,,,,,,,,,,,,,,,,,,,,0%,
往返无忧PWF3A,JHG-PKX/LJG-CAN/SJW-HAK/ENH-NKG/INC-CAN/NKG-HAK/XIY-YYA/TFU-SYX/WDS-NKG/YNZ-KWE/HSC-XIY/HAK-TYN/KWL-LYI/XIY-HAK/TFU-LJG/SYX-TYN/XIY-HCZ/XIY-YIC/WUH-HAK/HAK-TNA/SYX-TSN/SYX-KHN/YNT-WUH/NNG-SWA/LJG-WDS/SHE-WDS/SJW-GYS/HAK-XIY/FOC-SYX/TFU-HAK/CKG-CAN/XIY-YIN/SJW-XIY/YIH-KWE/NNG-SYX/SWA-NKG/SJW-ZQZ/YIC-XIY/KWE-YIH/HAK-KWE/BZX-TAO/YYA-HAK/SJW-HGH/SJW-LJG/HCZ-NKG/KWE-LJG/HQQ-HRB/NNY-HGH/SHS-TAO/JHG-HGH/CGQ-TYN/SYX-LYI/CGO-KRL/WMT-HFE/HRB-HQQ/SYX-HQQ/HRB-SZX/CGO-LJG/NKG-ENH/ENH-HAK/IQN-HGH/XIY-SJW/YIC-SYX/JJN-SYX/HRB-FUG/CIF-SJW/ZUH-LJG/LYI-KWL/NNG-SHS/XMN-TXN/TYN-HAK/ENH-HGH/LJG-ZUH/TAO-CSX/CGO-HAK/TAO-HFE/AKA-HGH/XNN-KHN/HAK-HZA/KWE-HAK/XIY-ENH/NKG-HCZ/HGH-NNY/JJN-DXJ/HFE-LJG/SZX-HAK/HGH-ZHY/HFE-WMT/SYX-CGO/NKG-TAO/XIY-HSC/WDS-HAK/NKG-WDS/LJG-NNG/ERL-PKX/CGO-SYX/KHN-XNN/LJG-KHN/HGH-AKA/JJN-YNZ/ENY-NKG/ENH-XIY/HGH-ENH/XMN-LJG/HQQ-SYX/LJG-XMN/GYS-HAK/SHS-NNG/NZH-PKX/SJW-YIH/HFE-HAK/CKG-LJG/TAO-NKG/TXN-XMN/NKG-SWA/TAO-BZX/SWA-HAK/TYN-SYX/WDS-LJG/KWL-HAK/NNG-BZX/LYI-SYX/LJG-WMT/KHN-LJG/DZH-HAK/TAO-SHS/HZA-HAK/NNG-LJG/XMN-KMG/DXJ-XIY/YNZ-JJN/TSN-SYX/KHN-SYX/ENY-INC/SJW-DZH/CSX-HAK/TNA-HAK/PKX-NZH/BZX-NNG/INC-ENY/ZUH-HAK/ZHY-HGH/YYA-XIY/WMT-LJG/ZQZ-SJW/ZHY-XNN/XNN-ZHY/DXJ-JJN/XIY-DXJ/YIE-PKX/PKX-YIE  直减,V/N,,,PWF3,,KMG319/KMG279/CTU152/SZX146,,有效,,,,,,,,,,,,,,,,,,,,5%,
,JHG-PKX/LJG-CAN/SJW-HAK/ENH-NKG/INC-CAN/NKG-HAK/XIY-YYA/TFU-SYX/WDS-NKG/YNZ-KWE/HSC-XIY/HAK-TYN/KWL-LYI/XIY-HAK/TFU-LJG/SYX-TYN/XIY-HCZ/XIY-YIC/WUH-HAK/HAK-TNA/SYX-TSN/SYX-KHN/YNT-WUH/NNG-SWA/LJG-WDS/SHE-WDS/SJW-GYS/HAK-XIY/FOC-SYX/TFU-HAK/CKG-CAN/XIY-YIN/SJW-XIY/YIH-KWE/NNG-SYX/SWA-NKG/SJW-ZQZ/YIC-XIY/KWE-YIH/HAK-KWE/BZX-TAO/YYA-HAK/SJW-HGH/SJW-LJG/HCZ-NKG/KWE-LJG/HQQ-HRB/NNY-HGH/SHS-TAO/JHG-HGH/CGQ-TYN/SYX-LYI/CGO-KRL/WMT-HFE/HRB-HQQ/SYX-HQQ/HRB-SZX/CGO-LJG/NKG-ENH/ENH-HAK/IQN-HGH/XIY-SJW/YIC-SYX/JJN-SYX/HRB-FUG/CIF-SJW/ZUH-LJG/LYI-KWL/NNG-SHS/XMN-TXN/TYN-HAK/ENH-HGH/LJG-ZUH/TAO-CSX/CGO-HAK/TAO-HFE/AKA-HGH/XNN-KHN/HAK-HZA/KWE-HAK/XIY-ENH/NKG-HCZ/HGH-NNY/JJN-DXJ/HFE-LJG/SZX-HAK/HGH-ZHY/HFE-WMT/SYX-CGO/NKG-TAO/XIY-HSC/WDS-HAK/NKG-WDS/LJG-NNG/ERL-PKX/CGO-SYX/KHN-XNN/LJG-KHN/HGH-AKA/JJN-YNZ/ENY-NKG/ENH-XIY/HGH-ENH/XMN-LJG/HQQ-SYX/LJG-XMN/GYS-HAK/SHS-NNG/NZH-PKX/SJW-YIH/HFE-HAK/CKG-LJG/TAO-NKG/TXN-XMN/NKG-SWA/TAO-BZX/SWA-HAK/TYN-SYX/WDS-LJG/KWL-HAK/NNG-BZX/LYI-SYX/LJG-WMT/KHN-LJG/DZH-HAK/TAO-SHS/HZA-HAK/NNG-LJG/XMN-KMG/DXJ-XIY/YNZ-JJN/TSN-SYX/KHN-SYX/ENY-INC/SJW-DZH/CSX-HAK/TNA-HAK/PKX-NZH/BZX-NNG/INC-ENY/ZUH-HAK/ZHY-HGH/YYA-XIY/WMT-LJG/ZQZ-SJW/ZHY-XNN/XNN-ZHY/DXJ-JJN/XIY-DXJ/YIE-PKX/PKX-YIE,A/U/T,,,PWF3,,KMG319/KMG279/CTU152/SZX146,,有效,,,,,,,,,,,,,,,,,,,,8%,
,JHG-PKX/LJG-CAN/SJW-HAK/ENH-NKG/INC-CAN/NKG-HAK/XIY-YYA/TFU-SYX/WDS-NKG/YNZ-KWE/HSC-XIY/HAK-TYN/KWL-LYI/XIY-HAK/TFU-LJG/SYX-TYN/XIY-HCZ/XIY-YIC/WUH-HAK/HAK-TNA/SYX-TSN/SYX-KHN/YNT-WUH/NNG-SWA/LJG-WDS/SHE-WDS/SJW-GYS/HAK-XIY/FOC-SYX/TFU-HAK/CKG-CAN/XIY-YIN/SJW-XIY/YIH-KWE/NNG-SYX/SWA-NKG/SJW-ZQZ/YIC-XIY/KWE-YIH/HAK-KWE/BZX-TAO/YYA-HAK/SJW-HGH/SJW-LJG/HCZ-NKG/KWE-LJG/HQQ-HRB/NNY-HGH/SHS-TAO/JHG-HGH/CGQ-TYN/SYX-LYI/CGO-KRL/WMT-HFE/HRB-HQQ/SYX-HQQ/HRB-SZX/CGO-LJG/NKG-ENH/ENH-HAK/IQN-HGH/XIY-SJW/YIC-SYX/JJN-SYX/HRB-FUG/CIF-SJW/ZUH-LJG/LYI-KWL/NNG-SHS/XMN-TXN/TYN-HAK/ENH-HGH/LJG-ZUH/TAO-CSX/CGO-HAK/TAO-HFE/AKA-HGH/XNN-KHN/HAK-HZA/KWE-HAK/XIY-ENH/NKG-HCZ/HGH-NNY/JJN-DXJ/HFE-LJG/SZX-HAK/HGH-ZHY/HFE-WMT/SYX-CGO/NKG-TAO/XIY-HSC/WDS-HAK/NKG-WDS/LJG-NNG/ERL-PKX/CGO-SYX/KHN-XNN/LJG-KHN/HGH-AKA/JJN-YNZ/ENY-NKG/ENH-XIY/HGH-ENH/XMN-LJG/HQQ-SYX/LJG-XMN/GYS-HAK/SHS-NNG/NZH-PKX/SJW-YIH/HFE-HAK/CKG-LJG/TAO-NKG/TXN-XMN/NKG-SWA/TAO-BZX/SWA-HAK/TYN-SYX/WDS-LJG/KWL-HAK/NNG-BZX/LYI-SYX/LJG-WMT/KHN-LJG/DZH-HAK/TAO-SHS/HZA-HAK/NNG-LJG/XMN-KMG/DXJ-XIY/YNZ-JJN/TSN-SYX/KHN-SYX/ENY-INC/SJW-DZH/CSX-HAK/TNA-HAK/PKX-NZH/BZX-NNG/INC-ENY/ZUH-HAK/ZHY-HGH/YYA-XIY/WMT-LJG/ZQZ-SJW/ZHY-XNN/XNN-ZHY/DXJ-JJN/XIY-DXJ/YIE-PKX/PKX-YIE,Y/H/K/L/M/X,,,PWF3,,KMG319/KMG279/CTU152/SZX146,,有效,,,,,,,,,,,,,,,,,,,,0%,
往返无忧,首都航空国内自营航线（首都航空为市场方的代码共享航班、包机航班除外）,V/N,,,PWF3,,KMG319/KMG279/CTU152/SZX146,,有效,,,,,,,,,,,,,,,,,,,,3%,
,首都航空国内自营航线（首都航空为市场方的代码共享航班、包机航班除外）,A/U/T,,,PWF3,,KMG319/KMG279/CTU152/SZX146,,有效,,,,,,,,,,,,,,,,,,,,6%,
,首都航空国内自营航线（首都航空为市场方的代码共享航班、包机航班除外）,Y/H/K/L/M/X,,,PWF3,,KMG319/KMG279/CTU152/SZX146,,有效,,,,,,,,,,,,,,,,,,,,0%,
往返无忧PWF3A,首都航空国内自营航线（首都航空为市场方的代码共享航班、包机航班除外）,V/N,,,PWF3,,KMG319/KMG279/CTU152/SZX146,,有效,,,,,,,,,,,,,,,,,,,,3%,
,首都航空国内自营航线（首都航空为市场方的代码共享航班、包机航班除外）,A/U/T,,,PWF3,,KMG319/KMG279/CTU152/SZX146,,有效,,,,,,,,,,,,,,,,,,,,6%,
,首都航空国内自营航线（首都航空为市场方的代码共享航班、包机航班除外）,Y/H/K/L/M/X,,,PWF3,,KMG319/KMG279/CTU152/SZX146,,有效,,,,,,,,,,,,,,,,,,,,0%,
青老年特惠,指定航线,H/K/L/M/X/V/N/A/U/T,,,PCU3,,KMG319/KMG279,指定航线、价格浮动,有效,,,,,,,,,,,,,,,,,,,,2%,
,,,,,PCX3,,KMG319/KMG279,,,,,,,,,,,,,,,,,,,,,,2%,
G 舱往返自由行产品,"JD 国内自营航线（首都航空为市场方
的代码共享航班除外）",G 舱,,0,PZY3,,KMG319/KMG279,团队申请需上浮50,有效,,,,,,,,,,,,,,,,,,,,,
特殊贡献旅客,"首都航空国内自营航线（包机及首航为市场方的代码共
享航班、联运航班除外）","公务舱：首都航空公务舱（C/D/Z/I 舱）、经济舱：首都航空公布运价及私有运价舱位
（W/R/Y/Q/E/H/K/L/M/X/V/N/A/U/T 舱）",,,"消防人员：PSE1、全国抗击新冠肺炎疫情先进个人：PSC1、现役军人：PSD1、离退休及退役军人、军人烈士遗属、因公牺牲遗属、病
故遗属：PSY1",,KMG319/KMG279,"各销售单位见舱销售，不得 K 位；特殊舱位 J/O/G/
不适用该产品政策（J/O 舱为免票舱位、G 舱为团队舱位）、特殊贡献旅客有效证件
1.共和国勋章获得者、中国国家荣誉功勋获得者、两院
院士、全国脱贫攻坚楷模、国家科学技术奖获得者（国家最
高科学技术奖、国家自然科学奖、国家技术发明奖、国家科
学技术进步奖和中华人民共和国国际科学技术合作奖）获奖
证书等。
2.消防人员及退休消防人员有效证件：《国家综合性消
防救援队伍干部证》《国家综合性消防救援队伍消防员证》
《国家综合性消防救援队伍学员证》《国家综合性消防救援
队伍退休证》《政府专职消防员证》《政府专职消防文员证》
《专职消防员证》（需由该省消防救援总队政治部颁发）。
3.全国抗击新冠肺炎疫情先进个人获奖证书等。
4.现役军人有效证件：中国人民解放军《军官证》《文
职干部证》《义务兵证》《士官证》《军士证》和中国人民
武装警察部队《警官证》《文职干部证》《义务兵证》《士
官证》《警士证》及军校《学员证》。
5.退役军人、离退休军人验证方式：退役军人事务部优
抚平台进行退役、离退休军人数据接口 IT 对接，校验成功
后，由用户中心纳入管理，认证成功的旅客可购本方案优惠
客票。
6.军人烈士/因公牺牲军人/病故军人遗属验证方式：退
役军人事务部优抚平台进行遗属旅客数据接口 IT 对接，校
验成功后，由用户中心纳入管理，认证成功的旅客可购本方
案优惠客票。
7.现役消防救援人员和现役军人需凭其本人有效证件
购票；其他特殊贡献旅客凭身份证或其它证件购票，并出示
相应有效证件享受优惠。",,,,,,,,,,,,,,,,,,,,,优惠 15%（即：开放舱位对应票价×0.85）,
优享积分,"首都航空国内自营航线（包机及首航为市场方的代码共
享航班、联运航班除外）",H/K/L/M/X/V/N/A/U/T,,20,PYXA1,,KMG319/KMG279,"额外赠送积
分400",有效,,,,,,,,,,,,,,,,,,,,80,
,"首都航空国内自营航线（包机及首航为市场方的代码共
享航班、联运航班除外）",H/K/L/M/X/V/N/A/U/T,,30,PYXB1,,KMG319/KMG279,"额外赠送积
分800",,,,,,,,,,,,,,,,,,,,,120,
,"首都航空国内自营航线（包机及首航为市场方的代码共
享航班、联运航班除外）",H/K/L/M/X/V/N/A/U/T,,50,PYXC1,,KMG319/KMG279,"额外赠送积
分1600",有效,,,,,,,,,,,,,,,,,,,,240,
,"首都航空国内自营航线（包机及首航为市场方的代码共
享航班、联运航班除外）",H/K/L/M/X/V/N/A/U/T,,70,PYXD1,,KMG319/KMG279,"额外赠送积
分2400",,,,,,,,,,,,,,,,,,,,,360,
国内热门打卡地促销,"JD国内自营指定部分航班（保底补贴、
定额补贴、普通包销的包机、首都航空为市场方的代码共享
航班除外）",H/K/L/M/X/V/N/A/U/T,,,DAQ1,,KMG319/KMG279,,有效,,,,,,,,,,,,,,,,,,,,"在定座舱位对应票价基础上再享受 X%折扣，
折扣率整体不低于 90%（即：开放舱位对应票价最低*90%，
如：折扣率 90%，折扣下浮=定座舱位票价×90%）",
,"JD国内自营指定部分航班（保底补贴、
定额补贴、普通包销的包机、首都航空为市场方的代码共享
航班除外）",H/K/L/M/X/V/N/A/U/T,,,DAD1,,KMG319/KMG279,,有效,,,,,,,,,,,,,,,,,,,,"在定座舱位对应票价基础上再享受 X%折扣，
折扣率整体不低于 90%（即：开放舱位对应票价最低*90%，
如：折扣率 90%，折扣下浮=定座舱位票价×91%）",
,"JD国内自营指定部分航班（保底补贴、
定额补贴、普通包销的包机、首都航空为市场方的代码共享
航班除外）",H/K/L/M/X/V/N/A/U/T,,,DAP1,,KMG319/KMG279,,有效,,,,,,,,,,,,,,,,,,,,"在定座舱位对应票价基础上再享受 X%折扣，
折扣率整体不低于 90%（即：开放舱位对应票价最低*90%，
如：折扣率 90%，折扣下浮=定座舱位票价×92%）",
舒享经济舱R舱,分级溢价+高代理费经济舱前三排座位免费托运行李额20KG配餐时段提供简餐或小食,H/K/L/M/X/V/N/A/U/T,,60,GRR1,,KMG319/KMG279,,有效,,,,,,,,,,,,,,,,,,,,160-270,
悦享经济舱W舱,"分级溢价+高代理费经济舱前三排座位免费托运行李额20KG
配餐时段提供简餐或小食自愿改期+退票手续费优惠
专属值机柜台+优先登机+公务舱贵宾室+优先行李提取
(可享受城市:北京大兴、西安、青岛、海口、丽江、杭州、石家庄出港航班)",H/K/L/M/X/V/N/A/U/T,,80,PCJ1,,KMG319/KMG279,,有效,,,,,,,,,,,,,,,,,,,,300,
悦享经济舱W舱,"分级溢价+高代理费经济舱前三排座位免费托运行李额21KG
配餐时段提供简餐或小食自愿改期+退票手续费优惠
专属值机柜台+优先登机+公务舱贵宾室+优先行李提取
(可享受城市:北京大兴、西安、青岛、海口、丽江、杭州、石家庄出港航班)",H/K/L/M/X/V/N/A/U/T,,150,PCA1,,KMG319/KMG279,,有效,,,,,,,,,,,,,,,,,,,,400,
特惠行李E舱,低价获得免费20KG托运行李额,H/K/L/M/X/V/N/A/U/T,,10,PYE1/PXE1,,KMG319/KMG279,,有效,,,,,,,,,,,,,,,,,,,,70-120,
畅行无忧,低溢价+高代理费托运行李额随订座舱位,H/K/L/M/X/V/N/A/U/T,,20,PYU1 (OTA),,KMG319/KMG279,,有效,,,,,,,,,,,,,,,,,,,,30,
畅行无忧,低溢价+高代理费托运行李额随订座舱位,H/K/L/M/X/V/N/A/U/T,,40,PYR1,,KMG319/KMG279,,有效,,,,,,,,,,,,,,,,,,,,60,
畅行无忧,低溢价+高代理费托运行李额随订座舱位,H/K/L/M/X/V/N/A/U/T,,70,PYQ1,,KMG319/KMG279,PAT:A然后选择对应产品代码的价格,有效,,,,,,,,,,,,,,,,,,,,100,
优享变更,"分级溢价+高代理费托运行李额随订座舱位
航班计划出港时间前4小时(含)以前，免费变更一次",H/K/L/M/X/V/N/A/U/T,,40,PTGH1,,KMG319/KMG279,PAT:A然后选择对应产品代码的价格,有效,,,,,,,,,,,,,,,,,,,,150,
优享变更,"分级溢价+高代理费托运行李额随订座舱位
航班计划出港时间前5小时(含)以前，免费变更一次",H/K/L/M/X/V/N/A/U/T,,100,PTHH1,,KMG319/KMG279,PAT:A然后选择对应产品代码的价格,有效,,,,,,,,,,,,,,,,,,,,300,
优享变更,"分级溢价+高代理费托运行李额随订座舱位
航班计划出港时间前6小时(含)以前，免费变更一次",H/K/L/M/X/V/N/A/U/T,,200,PTNH1,,KMG319/KMG279,PAT:A然后选择对应产品代码的价格,有效,,,,,,,,,,,,,,,,,,,,500,
MU、GP免费快速安检通道,昆明出港GP,,不限,免费东01安检通道,,,KMG319/KMG279,发送“名字+票号+航班号 航程+日期时间+人数+服务需求”到QQ保障群704876602,有效,,,,,,,,,,,,,,,,,,,,,
MU、GP高舱免费接送,昆明进出港GP+集团客户47开头,"GP/U、F、J、C、D、Q、I、W、P、Y、B、
M、E、K舱。",1000票面以上,免费接送机,,,KMG319,分号限量使用，需要完成对应指标,,,,,,,,,,,,,,,,,,,,,,
MU、GP高舱免费接送,昆明进出港GP+集团客户47开头,接送机适用舱位:U、F、J、C、D、Q、I、W、P、Y、B、M、E、K、L、N、R、S、V舱，GP 和集团客户均可使用，且实际出票净票价(不含税费)单程须在人民币500元(含)以上。,500票面以上,免费接送机,,,KMG319,接送机服务一张东航票号对应免费享受东航提供昆明长水机场与昆明市区指定区域接送机服务。所赠接、送机服务，乘机当日有效。即日起至2025年03月31日,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有GP优享产品可适用于航前4小时免费改期的政策),C/D/Q/I/P/B/M/E/K/L/N/R/S/V,80,GP: 40元  L5 300里程,GPL5,,KMG319/KMG279/CTU152/SZX146,"1.旅客类型‘’东方万里行‘’会员（限成人）

2.后返（GP都适用）
注意：销售时注意是否有会员号，只能销售有‘’会员号‘’旅客，非会员暂不能销售，如有变动已通知为准。",有效,后返,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有GP优享产品可适用于航前4小时免费改期的政策),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,150,GP:75元   L1 600里程,GPL1,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有GP优享产品可适用于航前4小时免费改期的政策),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,260,GP:130元  L2 1200里程,GPL2,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有GP优享产品可适用于航前4小时免费改期的政策),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,370,GP:185元  (L3) 1800里程,GPL3,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有GP优享产品可适用于航前4小时免费改期的政策),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,530,GP:265 (L4) 2400里程,GPL4,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有GP优享产品可适用于航前4小时免费改期的政策),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,800,GP:400元（里程1800）L6 3600里程,GPL6,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有GP优享产品可适用于航前4小时免费改期的政策),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,1000,GP:500元（里程2400）L7 4800里程,GPL7,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有BSP优享产品),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,80,BSP:30   L5 300里程,L5,,KMG319/KMG279/CTU152/SZX146,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有BSP优享产品),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,150,BSP:60   L1 600里程,L1,,KMG319/KMG279/CTU152,,"销售日期：不限
承运日期：2026 年 4 月 1 日-2026 年 12 月 31 日",后返,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有BSP优享产品),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,260,BSP:110    L2 1200里程,L2,,KMG319/KMG279/CTU152,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有BSP优享产品),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,370,BSP:130 L3  1800里程,L3,,KMG319/KMG279/CTU152,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有BSP优享产品),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,530,BSP:200  L4 2400里程,L4,,KMG319/KMG279/CTU152,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有BSP优享产品),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,800,BSP:320  L6 3600里程,L6,,KMG319/KMG279/CTU152,,,,,,,,,,,,,,,,,,,,,,,
MU、里程优享,所有航线(所有BSP优享产品),C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,1000,BSP:350 L7 4800里程,L7,,KMG319/KMG279/CTU152,,,,,,,,,,,,,,,,,,,,,,,
GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,80,20          300里程 ,GPL5,,KMG319,"使用 GP 里程优享产品，可享受航前 4 小时免费改期的权
益。",,,,,,,,,,,,,,,,,,,,,,
GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,150,38           600里程 ,GPL1,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,260,65          1200里程 ,GPL2,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,370,93           1800里程,GPL3,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,530,133          2400里程,GPL4,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,800,200          3600里程,GPL6,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,1000,250          4800里程,GPL7,,KMG319,,,,,,,,,,,,,,,,,,,,,,,
“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,80,20         L5  300里程 ,LCYX300,,KMG319,"销售渠道：BSP/B2T
销售日期：即日起-2026 年 12 月 31 日
承运日期：2026 年 4 月 1 日-2026 年 12 月 31 日（具体
以运价发布时间为准）",,,,,,,,,,,,,,,,,,,,,,
